,번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
1830,1831,483000001019820001,3,폐업,0002,폐업,,전라남도 나주시 중앙동 98-1번지,전라남도 나주시 나주천3길 33-1 (중앙동),,심양동물병원,2018-08-31 23:59:59.0,35.06972324285752,126.6754809344217
1831,1832,483000001019940001,3,폐업,0002,폐업,,전라남도 나주시 영산동 130-3   번지,,,영산강동물병원,2018-08-31 23:59:59.0,inf,inf
1832,1833,483000001019970001,3,폐업,0002,폐업,,전라남도 나주시 남평읍 남평리 177-5번지,,,부부동물병원,2018-08-31 23:59:59.0,35.164704249435665,126.68940876107189
1833,1834,483000001020010001,3,폐업,0002,폐업,,전라남도 나주시 이창동 155-7   번지,,,영산동물병원,2018-08-31 23:59:59.0,inf,inf
1834,1835,483000001020010002,3,폐업,0002,폐업,,전라남도 나주시 이창동 188-7번지,전라남도 나주시 예향로 3814-1 (이창동),,건국동물병원,2018-08-31 23:59:59.0,35.062662271950344,126.6275305693408
1835,1836,483000001020020001,3,폐업,0002,폐업,,전라남도 나주시 이창동 173-53  번지,,,코리아동물병원,2018-08-31 23:59:59.0,inf,inf
1836,1837,483000001020020002,3,폐업,0002,폐업,,전라남도 나주시 용산동 275-2번지,,,우사랑동물병원,2018-08-31 23:59:59.0,35.06503834488274,126.62855939175309
1837,1838,483000001020050001,3,폐업,0002,폐업,,전라남도 나주시 다시면 영동리 878-68번지,전라남도 나주시 다시면 무숙로 797,,다시동물병원,2018-08-31 23:59:59.0,34.99948053769395,126.65444844510169
1838,1839,483000001020130001,3,폐업,0002,폐업,,전라남도 나주시 다시면 월태리 575-1번지,전라남도 나주시 다시면 다시로 191,58203.0,다시동물병원,2019-03-09 02:40:00.0,35.000619157853784,126.6559075283164
1839,1840,501000001019950001,3,폐업,0002,폐업,,전라남도 신안군 안좌면 창마리 352번지 11통,전라남도 신안군 안좌면 창마장길 42,58840.0,안좌동물병원,2018-08-31 23:59:59.0,34.57510171336771,126.33036653717505
1840,1841,485000001020020001,3,폐업,0002,폐업,,전라남도 담양군 담양읍 객사리 220-13  번지,,,신동물병원,2018-08-31 23:59:59.0,inf,inf
1841,1842,485000001020020005,3,폐업,0002,폐업,,전라남도 담양군 고서면 동운리 579-14번지,전라남도 담양군 고서면 원등1길 5,,티피시가축병원,2018-08-31 23:59:59.0,35.2775813108809,126.90536563333552
1842,1843,485000001020050001,3,폐업,0002,폐업,,전라남도 담양군 담양읍 양각리 314-2 번지,,,전남 한우협동회 동물병원,2018-08-31 23:59:59.0,inf,inf
1843,1844,485000001020100001,3,폐업,0002,폐업,,전라남도 담양군 수북면 황금리 755번지,전라남도 담양군 수북면 금구길 56-5,57325.0,담양동물병원(출장진료전문동물병원),2018-08-31 23:59:59.0,35.23277262009391,126.96416816437178
1844,1845,485000001020120001,3,폐업,0002,폐업,,전라남도 담양군 담양읍 남산리 200,전라남도 담양군 담양읍 지침6길 78-16,57345.0,담양동물병원,2020-12-24 02:40:00.0,35.29027469922528,127.01979757936806
1845,1846,498000001019620001,3,폐업,0002,폐업,,전라남도 장성군 장성읍 영천리 1361번지,,,강동물병원,2018-08-31 23:59:59.0,inf,inf
1846,1847,498000001019760001,3,폐업,0002,폐업,,전라남도 장성군 삼계면 부성리 산 57-4번지,전라남도 장성군 삼계면 자초로 147,,김동물병원,2018-08-31 23:59:59.0,35.01250312719662,126.99728675825912
1847,1848,498000001019860001,3,폐업,0002,폐업,,전라남도 장성군 북이면 사거리 700번지,,,중앙동물병원,2018-08-31 23:59:59.0,inf,inf
1848,1849,498000001020030001,3,폐업,0002,폐업,,전라남도 장성군 장성읍 영천리 970-3  번지,,,공원가축병원,2018-08-31 23:59:59.0,inf,inf
1849,1850,498000001020120001,3,폐업,0002,폐업,,,전라남도 장성군 북이면 백양로 2-2,57201.0,제일동물병원,2018-08-31 23:59:59.0,35.1428172246927,127.15828723057275
1850,1851,494000001019800001,3,폐업,0002,폐업,,전라남도 영암군 영암읍 남풍리,,,밀알가축병원,2018-08-31 23:59:59.0,inf,inf
1851,1852,497000001020180001,3,폐업,0002,폐업,,전라남도 영광군 영광읍 신하리 833-1,전라남도 영광군 영광읍 대하길2길 4,57041.0,수산동물병원,2021-10-03 02:40:00.0,34.886807351703176,126.9681297721786
1852,1853,486000001019720001,3,폐업,0002,폐업,,전라남도 곡성군 곡성읍 읍내리 244-3번지,전라남도 곡성군 곡성읍 군청로 7,57541.0,대동가축병원,2020-06-21 02:40:00.0,35.5393380700799,126.97329977328577
1853,1854,481000001020020002,3,폐업,0002,폐업,,전라남도 여수시 소라면 덕양리 1285-4번지 1통1반,전라남도 여수시 소라면 덕양로 439,59649.0,소라동물병원,2018-08-31 23:59:59.0,35.817770165892604,126.38306369111706
1854,1855,481000001020020003,3,폐업,0002,폐업,,전라남도 여수시 교동 428-1번지 2층(1층),"전라남도 여수시 중앙로 55-1 (교동,2층(1층))",,애니피아동물병원,2018-08-31 23:59:59.0,35.9024708281278,126.31367162544534
1855,1856,496000001020160001,3,폐업,0002,폐업,,,전라남도 함평군 함평읍 영수길 99 (함평군 산림조합),57155.0,홍익동물병원,2018-08-31 23:59:59.0,34.902348448625084,126.70967646962276
1856,1857,496000001020170001,3,폐업,0002,폐업,,,전라남도 함평군 함평읍 영수길 99 (함평군 산림조합),57155.0,홍익동물병원(출장진료전문병원),2018-08-31 23:59:59.0,34.902348448625084,126.70967646962276
1857,1858,497000001019860001,3,폐업,0002,폐업,,전라남도 영광군 영광읍 단주리 582번지,,,강동물병원,2018-08-31 23:59:59.0,inf,inf
1858,1859,497000001019890001,3,폐업,0002,폐업,,전라남도 영광군 백수읍 천마리 591번지,,,정동물병원,2018-08-31 23:59:59.0,inf,inf
1859,1860,481000001020020007,3,폐업,0002,폐업,,전라남도 여수시 신기동 52-7번지,전라남도 여수시 흥국로 75 (신기동),59680.0,여천동물병원,2018-08-31 23:59:59.0,35.85023503745106,126.34036725268729
1860,1861,481000001020020010,3,폐업,0002,폐업,,전라남도 여수시 돌산읍 군내리 523번지,전라남도 여수시 돌산읍 망월대길 21-1,,한일동물병원,2018-08-31 23:59:59.0,35.89397815257281,126.15932460874656
1861,1862,481000001020020011,3,폐업,0002,폐업,,전라남도 여수시 서교동 566-5번지,전라남도 여수시 중앙로 1 (서교동),,제일동물병원,2018-08-31 23:59:59.0,35.89756891148384,126.314052768225
1862,1863,481000001020050001,3,폐업,0002,폐업,,전라남도 여수시 문수동 118-2번지,전라남도 여수시 문수로 83 (문수동),,해맑은동물병원,2018-08-31 23:59:59.0,35.877754537011185,126.33083628056319
1863,1864,497000001019950002,3,폐업,0002,폐업,,전라남도 영광군 염산면 봉남리 191번지 3통4반,전라남도 영광군 염산면 칠산로 129,57066.0,염산동물병원,2018-08-31 23:59:59.0,34.77915828247352,126.903161814086
1864,1865,497000001019970001,3,폐업,0002,폐업,,전라남도 영광군 영광읍 신하리 8번지 19통4반,전라남도 영광군 영광읍 옥당로 148,57043.0,영광동물병원,2018-08-31 23:59:59.0,34.89002774389491,126.97002667034509
1865,1866,497000001019970002,3,폐업,0002,폐업,,전라남도 영광군 영광읍 남천리 325번지,전라남도 영광군 영광읍 신남로4길 7,,김동물병원,2018-08-31 23:59:59.0,34.891958876806655,126.96982875574146
1866,1867,497000001019990001,3,폐업,0002,폐업,,전라남도 영광군 영광읍 신하리 833-7번지,전라남도 영광군 영광읍 대하길 28-3,,성호가축약품병원,2018-08-31 23:59:59.0,34.88683663645273,126.96798567654842
1867,1868,481000001020050002,3,폐업,0002,폐업,,전라남도 여수시 선원동 1268-2번지 롯데마트 여천점 3층,"전라남도 여수시 무선로 187 (선원동,롯데마트 여천점 3층)",,쿨펫(CoolPet)동물병원 여천점,2018-08-31 23:59:59.0,35.83430339055198,126.35880295743121
1868,1869,481000001020060002,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),,늘사랑,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1869,1870,481000001020060003,3,폐업,0002,폐업,,전라남도 여수시 국동 37-16번지 외 4,"전라남도 여수시 국포1로 36 (국동,외 4)",,쿨펫(CoolPet)동물병원 여수점,2018-08-31 23:59:59.0,35.89225483035982,126.29885005226886
1870,1871,481000001020060004,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),,늘사랑,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1871,1872,481000001020060005,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),,늘사랑동물병원,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1872,1873,481000001020070001,3,폐업,0002,폐업,,전라남도 여수시 선원동 1268-2번지,전라남도 여수시 무선로 187 (선원동),,쿨펫동물병원,2018-08-31 23:59:59.0,35.83430339055198,126.35880295743121
1873,1874,481000001020080001,3,폐업,0002,폐업,,전라남도 여수시 선원동 1268-2 번지 롯데마트 여천점 3층,,,쿨펫동물병원,2018-08-31 23:59:59.0,inf,inf
1874,1875,481000001020080002,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4   번지,,,늘사랑 동물병원,2018-08-31 23:59:59.0,inf,inf
1875,1876,481000001020100001,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),,늘사랑동물병원,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1876,1877,481000001020120001,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),59640.0,늘사랑동물병원,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1877,1878,491000001020030005,3,폐업,0002,폐업,,전라남도 장흥군 장흥읍 건산리 382-29번지,전라남도 장흥군 장흥읍 중앙로1길 1,59324.0,중앙 동물병원,2018-08-31 23:59:59.0,35.22117231203457,126.23985063120851
1878,1879,491000001020030006,3,폐업,0002,폐업,,전라남도 장흥군 장흥읍 기양리 138번지,전라남도 장흥군 장흥읍 칠거리예양로 70,,장흥동물병원,2018-08-31 23:59:59.0,35.21585712562207,126.24087914878523
1879,1880,496000001019730001,3,폐업,0002,폐업,,전라남도 함평군 해보면 금덕리 407번지,,,권동물병원,2018-08-31 23:59:59.0,inf,inf
1880,1881,500000001019850001,3,폐업,0002,폐업,,전라남도 진도군 진도읍 남동리 732-3  번지,,,진도동물병원,2018-08-31 23:59:59.0,inf,inf
1881,1882,493000001020070001,3,폐업,0002,폐업,,전라남도 해남군 해남읍 남외리 544-4번지,전라남도 해남군 해남읍 남부순환로 180,59041.0,해남동물병원,2018-08-31 23:59:59.0,34.9588345420831,126.10945062199778
1882,1883,493000001020080001,3,폐업,0002,폐업,,전라남도 해남군 북평면 남창리 310-1번지,,,현대 동물병원,2018-08-31 23:59:59.0,34.98551629192366,125.91285698358003
1883,1884,493000001020020001,3,폐업,0002,폐업,,전라남도 해남군 해남읍 평동리,,,해남동물병원,2018-08-31 23:59:59.0,inf,inf
1884,1885,493000001020020002,3,폐업,0002,폐업,,전라남도 해남군 현산면 월송리,,,월송동물병원,2018-08-31 23:59:59.0,inf,inf
1885,1886,493000001020020003,3,폐업,0002,폐업,,전라남도 해남군 해남읍 고도리,,,전남동물병원,2018-08-31 23:59:59.0,inf,inf
1886,1887,493000001020020005,3,폐업,0002,폐업,,전라남도 해남군 해남읍 고도리,,,중앙동물병원,2018-08-31 23:59:59.0,inf,inf
1887,1888,493000001020020008,3,폐업,0002,폐업,,전라남도 해남군 북평면 남창리,,,에덴동물병원,2018-08-31 23:59:59.0,inf,inf
1888,1889,493000001020080002,3,폐업,0002,폐업,,전라남도 해남군 해남읍 읍내리 22-3,전라남도 해남군 해남읍 읍내길 20-5,59036.0,중앙동물병원,2020-07-23 02:40:00.0,34.96419123153558,126.11369929969536
1889,1890,490000001019830001,3,폐업,0002,폐업,,전라남도 화순군 백아면 원리 336번지,전라남도 화순군 백아면 원리길  6-17,,북면동물병원,2020-05-27 02:40:00.0,35.41089530503878,126.85894256068397
1890,1891,490000001020050001,3,폐업,0002,폐업,,전라남도 화순군 화순읍 향청리 4-10번지,,,전대동물병원,2018-08-31 23:59:59.0,35.28961202622836,126.70637751612391
1891,1892,481000001020130001,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),59640.0,늘사랑동물병원,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1892,1893,481000001020140001,3,폐업,0002,폐업,,전라남도 여수시 신기동 52-7번지,전라남도 여수시 흥국로 75 (신기동),59680.0,여천동물병원,2018-08-31 23:59:59.0,35.85023503745106,126.34036725268729
1893,1894,481000001020150001,3,폐업,0002,폐업,,전라남도 여수시 선원동 1269-4번지,전라남도 여수시 무선로 179 (선원동),59640.0,늘사랑동물병원,2018-08-31 23:59:59.0,35.8353921447909,126.3577472719858
1894,1895,496000001020150001,3,폐업,0002,폐업,,,전라남도 함평군 함평읍 영수길 343,57146.0,홍익가축병원(출장진료전문병원),2018-08-31 23:59:59.0,34.91023327401946,126.71739520728424
1895,1896,502000001019900003,3,폐업,0002,폐업,,경상북도 포항시 북구 대흥동 621-1   번지,,,제일애견종합병원,2018-08-31 23:59:59.0,inf,inf
1896,1897,502000001019920002,3,폐업,0002,폐업,,경상북도 포항시 남구 오천읍 세계리 842-53번지 18통,경상북도 포항시 남구 오천읍 해병로301번길 24,37913.0,한형래동물병원,2019-12-22 02:40:00.0,37.25853597118661,127.86357451424665
1897,1898,435000001020020001,3,폐업,0002,폐업,,강원도 양양군 양양읍 남문리,,,양양종합동물병원,2018-08-31 23:59:59.0,inf,inf
1898,1899,435000001020020002,3,폐업,0002,폐업,,강원도 양양군 양양읍 남문리,,,양양종합동물병원,2018-08-31 23:59:59.0,inf,inf
1899,1900,435000001020020003,3,폐업,0002,폐업,,강원도 양양군 양양읍 남문리,,,양양종합동물병원,2018-08-31 23:59:59.0,inf,inf
1900,1901,435000001020040001,3,폐업,0002,폐업,,강원도 양양군 양양읍 월리 561-5번지,,,축협동물병원,2018-08-31 23:59:59.0,36.52870189550079,130.43446807388082
1901,1902,502000001020100001,3,폐업,0002,폐업,,경상북도 포항시 남구 대잠동 938-2번지,경상북도 포항시 남구 중섬로 26 (대잠동),37761.0,조은동물병원,2018-08-31 23:59:59.0,37.20237929226398,127.91944562169155
1902,1903,502000001019830001,3,폐업,0002,폐업,,경상북도 포항시 북구 기계면 현내리 861번지,,,기계가축병원,2018-08-31 23:59:59.0,37.084371632321165,127.98672786967971
1903,1904,502000001020140001,3,폐업,0002,폐업,,경상북도 포항시 북구 두호동 1103-1번지,경상북도 포항시 북구 새천년대로1076번길 2 (두호동),37622.0,이선동물병원,2018-08-31 23:59:59.0,37.220378130660556,127.98367509367294
1904,1905,502000001020170003,3,폐업,0002,폐업,,경상북도 포항시 북구 흥해읍 남성리 252번지,경상북도 포항시 북구 흥해읍 중성로 50,37547.0,삼성동물병원,2018-08-31 23:59:59.0,37.20012101707613,128.03802587711027
1905,1906,435000001020050001,3,폐업,0002,폐업,,강원도 양양군 양양읍 월리 561-5   번지,,,축협동물병원,2018-08-31 23:59:59.0,inf,inf
1906,1907,435000001020050002,3,폐업,0002,폐업,,강원도 양양군 서면 범부리 211-1번지,,,이 가축병원,2018-08-31 23:59:59.0,36.50709129699653,130.4362308332182
1907,1908,502000001019990001,3,폐업,0002,폐업,,경상북도 포항시 남구 효자동,경상북도 포항시 남구 형산강북로 99 (효자동),37836.0,관문동물병원,2019-01-16 02:40:00.0,37.19478586121526,127.90801321606789
1908,1909,502000001020010001,3,폐업,0002,폐업,,경상북도 포항시 남구 호미곶면 대보리 163번지,경상북도 포항시 남구 호미곶면 해맞이로 65-6,,바다동물병원,2018-08-31 23:59:59.0,37.37932907393048,127.99763694341661
1909,1910,502000001020020001,3,폐업,0002,폐업,,경상북도 포항시 북구 죽도동 623-28  번지,,,포항종합가축약품병원,2018-08-31 23:59:59.0,inf,inf
1910,1911,502000001020040001,3,폐업,0002,폐업,,경상북도 포항시 북구 죽도동 623-28번지,경상북도 포항시 북구 중흥로213번길 31 (죽도동),,포항종합가축약품병원,2018-08-31 23:59:59.0,37.20802518669651,127.93265568102574
1911,1912,502000001020040002,3,폐업,0002,폐업,,경상북도 포항시 북구 득량동 305번지 53통,"경상북도 포항시 북구 대이로 188, 2층 (득량동, 이마트)",37694.0,쿨펫 동물병원,2019-04-04 02:40:00.0,37.194940337663006,127.94157840937216
1912,1913,502000001020050001,3,폐업,0002,폐업,,경상북도 포항시 북구 두호동 1052-2번지,경상북도 포항시 북구 두호로 29 (두호동),,견우동물병원,2018-08-31 23:59:59.0,37.22335522538401,127.97801711881998
1913,1914,502000001020060002,3,폐업,0002,폐업,,경상북도 포항시 북구 용흥동 625-15  번지,,,명성동물병원,2018-08-31 23:59:59.0,inf,inf
1914,1915,502000001020060003,3,폐업,0002,폐업,,경상북도 포항시 북구 대흥동 621-1   번지,,,제일동물종합병원,2018-08-31 23:59:59.0,inf,inf
1915,1916,502000001020070001,3,폐업,0002,폐업,,경상북도 포항시 남구 상도동 582번지,경상북도 포항시 남구 중흥로 77 (상도동),,쿨펫포항동물병원,2018-08-31 23:59:59.0,37.203606631491354,127.91820741188211
1916,1917,393000001020190004,3,폐업,0002,폐업,,경기도 안산시 상록구 본오동 880 롯데마트,"경기도 안산시 상록구 반석로 20, 롯데마트 3층 (본오동)",15540.0,웰니스동물병원,2020-09-02 02:40:00.0,35.163177249102056,129.42864646651657
1917,1918,310000001020190002,3,폐업,0002,폐업,,서울특별시 노원구 상계동 456-51 서울한의원 1층,"서울특별시 노원구 노원로34길 116, 서울한의원 1층 (상계동)",1679.0,러브펫 멀티펫샵&amp;동물병원,2020-07-03 02:40:00.0,35.31705942590241,129.8832605628928
1918,1919,452000001020200002,3,폐업,0002,폐업,,충청남도 아산시 온천동 299-26,충청남도 아산시 충무로42번길 12-1 (온천동),31514.0,드림컨설팅동물병원,2021-06-26 02:40:00.0,35.29054447583345,128.80968755353405
1919,1920,390000001020200002,3,폐업,0002,폐업,,경기도 광명시 소하동 1335,"경기도 광명시 금하로 464, 메이저리치안 2층 208.209호 (소하동)",14316.0,광명힐동물메디컬센터,2021-04-03 02:40:00.0,35.17796869378829,129.61572945710776
1920,1921,563000001020200001,3,폐업,0002,폐업,,경기도 용인시 기흥구 신갈동 68-6 2동 206호,"경기도 용인시 기흥구 중부대로 376, 2층 206호 (신갈동)",17064.0,베테랑동물병원,2020-08-09 02:40:00.0,35.361812904361365,129.40554071417998
1921,1922,557000001020200001,3,폐업,0002,폐업,,충청북도 증평군 증평읍 송산리 996,"충청북도 증평군 증평읍 송산로8길 4-26, 1층",27917.0,바론동물병원,2021-01-06 02:40:00.0,35.75538813262824,128.83072596284387
1922,1923,480000001020200001,3,폐업,0002,폐업,,전라남도 목포시 상동 758-7,전라남도 목포시 상리로1번길 6 (상동),58642.0,지현가축병원,2020-12-02 02:40:00.0,34.81551776761968,126.40905540515972
1923,1924,312000001020200001,3,폐업,0002,폐업,,서울특별시 서대문구 연희동 192-17 노엘,"서울특별시 서대문구 성산로 333, 노엘 2층 (연희동)",3707.0,그녀의 동물병원,2021-03-27 02:40:00.0,35.20937866953728,129.7601185005375
1924,1925,501000001020200001,3,폐업,0002,폐업,,전라남도 신안군 지도읍 읍내리 183-3,전라남도 신안군 지도읍 읍내길 64,58813.0,우리동물병원,2020-10-21 02:40:00.0,34.646435682760064,126.71210199438985
1925,1926,367000001020030002,3,폐업,0002,폐업,,대전광역시 유성구 지족동 907-4   번지,,,세인트동물병원,2018-08-31 23:59:59.0,inf,inf
1926,1927,367000001020030003,3,폐업,0002,폐업,,대전광역시 유성구 노은동 534-6번지 301호,"대전광역시 유성구 노은동로79번길 25, 301호 (노은동)",34091.0,(주)엘비씨,2018-08-31 23:59:59.0,35.55193752446489,128.30562080658493
1927,1928,367000001020030004,3,폐업,0002,폐업,,대전광역시 유성구 봉명동 550-12  번지,,,닥터스 동물병원,2018-08-31 23:59:59.0,inf,inf
1928,1929,367000001020030006,3,폐업,0002,폐업,,대전광역시 유성구 전민동 385-5   번지,,,전민종합동물병원,2018-08-31 23:59:59.0,inf,inf
1929,1930,367000001020050002,3,폐업,0002,폐업,,대전광역시 유성구 반석동 621-3번지 105호,"대전광역시 유성구 반석동로 51, 105호 (반석동)",34069.0,반석 동물병원,2018-08-31 23:59:59.0,35.54305251571517,128.3350165699088
1930,1931,367000001020060001,3,폐업,0002,폐업,,대전광역시 유성구 전민동 385-5   번지,,,전민동물병원,2018-08-31 23:59:59.0,inf,inf
1931,1932,367000001020060002,3,폐업,0002,폐업,,대전광역시 유성구 반석동 639-8번지 에이스프라자 102호,,,애플동물병원,2018-08-31 23:59:59.0,35.54379012184521,128.33427059701324
1932,1933,367000001020060003,3,폐업,0002,폐업,,대전광역시 유성구 반석동 639-8번지 에이스프라자 102호,,,애플동물병원,2018-08-31 23:59:59.0,35.54379012184521,128.33427059701324
1933,1934,367000001020060004,3,폐업,0002,폐업,,대전광역시 유성구 어은동 102-10번지,,,다스림 동물병원,2018-08-31 23:59:59.0,35.5790883751583,128.29895588243141
1934,1935,367000001020070001,3,폐업,0002,폐업,,대전광역시 유성구 관평동 887번지 롯데마트 대덕테크노밸리점 3층,,,쿨펫동물병원,2018-08-31 23:59:59.0,35.603454226599844,128.37923548910072
1935,1936,367000001020030007,3,폐업,0002,폐업,,대전광역시 유성구 봉명동 669번지 한국까르푸3층,,,헬로우동물병원,2018-08-31 23:59:59.0,35.578393229815966,128.29499327384596
1936,1937,367000001020040002,3,폐업,0002,폐업,,대전광역시 유성구 장대동 337-7   번지,,,원 동물병원,2018-08-31 23:59:59.0,inf,inf
1937,1938,367000001020110001,3,폐업,0002,폐업,,대전광역시 유성구 노은동 499-7   번지,,,DSM 동물병원,2018-08-31 23:59:59.0,inf,inf
1938,1939,367000001020110002,3,폐업,0002,폐업,,대전광역시 유성구 노은동 499-7번지,대전광역시 유성구 노은서로 77 (노은동),34088.0,도드람양돈협동조합 동물병원,2018-08-31 23:59:59.0,35.54440176001021,128.3053410320346
1939,1940,367000001019740001,3,폐업,0002,폐업,,대전광역시 유성구 구암동 586-4   번지,,,계룡동물병원,2018-08-31 23:59:59.0,inf,inf
1940,1941,367000001019990001,3,폐업,0002,폐업,,대전광역시 유성구 전민동 325-13  번지,,,삼성종합동물병원,2018-08-31 23:59:59.0,inf,inf
1941,1942,367000001020000002,3,폐업,0002,폐업,,대전광역시 유성구 봉명동 550-12번지,,,닥터스 동물병원,2018-08-31 23:59:59.0,35.56945124769667,128.28879243251632
1942,1943,367000001020080001,3,폐업,0002,폐업,,대전광역시 유성구 반석동 639-8번지 에이스프라자 102호,,,애플동물병원,2018-08-31 23:59:59.0,35.54379012184521,128.33427059701324
1943,1944,367000001020080003,3,폐업,0002,폐업,,대전광역시 유성구 하기동 518번지 롯데마트 노은점 3층,"대전광역시 유성구 북유성대로 206 (하기동, 롯데마트 노은점 3층)",34098.0,펫프렌즈 동물병원,2018-08-31 23:59:59.0,35.55106275650478,128.32682075594334
1944,1945,367000001020080004,3,폐업,0002,폐업,,대전광역시 유성구 관평동 887번지 롯데마트 대덕테크노밸리점,"대전광역시 유성구 테크노중앙로 14 (관평동, 롯데마트 대덕테크노밸리점 3층)",34017.0,쿨펫동물병원,2018-08-31 23:59:59.0,35.603454226599844,128.37923548910072
1945,1946,365000001020090001,3,폐업,0002,폐업,,대전광역시 중구 오류동 179-30  번지,,,수 동물병원,2018-08-31 23:59:59.0,inf,inf
1946,1947,365000001020100001,3,폐업,0002,폐업,,대전광역시 중구 은행동 170-35  번지,,,쿨펫동물병원,2018-08-31 23:59:59.0,inf,inf
1947,1948,365000001020140001,3,폐업,0002,폐업,,대전광역시 중구 문화동 311-3번지,대전광역시 중구 계백로1686번길 16 (문화동),34958.0,문화동물병원,2019-12-01 02:40:00.0,35.62136308412145,128.24877840257764
1948,1949,365000001020020001,3,폐업,0002,폐업,,대전광역시 중구 유천동 209-17번지,,,버드내24시동물병원,2018-08-31 23:59:59.0,35.61365793523474,128.2468177745784
1949,1950,365000001020040001,3,폐업,0002,폐업,,대전광역시 중구 용두동 14-24 번지,,,세이동물병원,2018-08-31 23:59:59.0,inf,inf
1950,1951,365000001020040002,3,폐업,0002,폐업,,대전광역시 중구 산성동 280-7번지,,,에이스 동물병원,2018-08-31 23:59:59.0,35.606814819566864,128.23019197061052
1951,1952,365000001020050001,3,폐업,0002,폐업,,대전광역시 중구 대흥동 147-2번지,대전광역시 중구 중교로 80 (대흥동),34925.0,중부종합동물병원,2019-08-16 02:40:00.0,35.63886357853113,128.25751047106547
1952,1953,365000001020050002,3,폐업,0002,폐업,,대전광역시 중구 은행동 170-50번지 콘크리트부럭,,,함께하는 동물병원,2018-08-31 23:59:59.0,inf,inf
1953,1954,365000001020050003,3,폐업,0002,폐업,,대전광역시 중구 태평동 409-20 203호,대전광역시 중구 동서대로 1198 (태평동),34884.0,하나동물병원,2021-08-20 02:40:00.0,35.6101417134036,128.25602042191127
1954,1955,365000001020050004,3,폐업,0002,폐업,,대전광역시 중구 유천동 324-7번지,,,우리동물병원,2018-08-31 23:59:59.0,35.61012885186776,128.24807321442546
1955,1956,365000001020050006,3,폐업,0002,폐업,,"대전광역시 중구 목동 111-12  번지 한사랑상가 1층 108,109호",,,한사랑 동물병원,2018-08-31 23:59:59.0,inf,inf
1956,1957,365000001020050007,3,폐업,0002,폐업,,대전광역시 중구 용두동 14-24번지,,,세이동물병원,2018-08-31 23:59:59.0,35.626319536997286,128.252279538996
1957,1958,365000001019810001,3,폐업,0002,폐업,,대전광역시 중구 용두동 116-24  번지,,,우리동물병원,2018-08-31 23:59:59.0,inf,inf
1958,1959,365000001019810002,3,폐업,0002,폐업,,대전광역시 중구 용두동 1-22  번지,,,배동물병원,2018-08-31 23:59:59.0,inf,inf
1959,1960,365000001019820001,3,폐업,0002,폐업,,대전광역시 중구 대흥동 516-3,대전광역시 중구 대흥로 94 (대흥동),34942.0,공동물병원,2021-04-28 02:40:00.0,35.63414702821708,128.25210440894918
1960,1961,365000001020070001,3,폐업,0002,폐업,,대전광역시 중구 문화동 311-3번지,대전광역시 중구 계백로1686번길 16 (문화동),34958.0,고인경 동물병원,2018-08-31 23:59:59.0,35.62136308412145,128.24877840257764
1961,1962,365000001020080001,3,폐업,0002,폐업,,대전광역시 중구 은행동 17050번지,,,함께하는 동물병원,2018-08-31 23:59:59.0,inf,inf
1962,1963,365000001020080002,3,폐업,0002,폐업,,대전광역시 중구 은행동 170-50  번지,,,함께하는 동물병원,2018-08-31 23:59:59.0,inf,inf
1963,1964,364000001020050004,3,폐업,0002,폐업,,대전광역시 동구 자양동 141-1번지,대전광역시 동구 동대전로 141 (자양동),,솔펫동물병원,2018-08-31 23:59:59.0,35.65286972902978,128.2675433287851
1964,1965,365000001019750001,3,폐업,0002,폐업,,대전광역시 중구 문창동 75번지,대전광역시 중구 충무로 75 (문창동),301809.0,제일동물병원,2018-08-31 23:59:59.0,inf,inf
1965,1966,365000001019770001,3,폐업,0002,폐업,,대전광역시 중구 대흥동 528-1번지 7통2반,대전광역시 중구 대흥로 44-1 (대흥동),34943.0,대흥가축병원,2018-08-31 23:59:59.0,35.63065144500877,128.25281902260826
1966,1967,365000001019900001,3,폐업,0002,폐업,,대전광역시 중구 유천동 327-9번지,,,베스트동물병원,2018-08-31 23:59:59.0,35.60935993227303,128.2450252938443
