,번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
0,1,362000001020120004,3,폐업,0002,폐업,,광주광역시 북구 두암동 927-1,광주광역시 북구 삼정로 95 (두암동),61157.0,엔젤동물병원,2021-11-02 02:40:00.0,35.247032799510606,126.84084527878578
1,2,362000001020130001,3,폐업,0002,폐업,,광주광역시 북구 신용동 691번지,"광주광역시 북구 첨단연신로91번길 44, 105호 (신용동, 대성빌딩)",61087.0,첨단동물병원,2018-08-31 23:59:59.0,35.18332296163912,126.8849721303424
2,3,362000001020160001,3,폐업,0002,폐업,,광주광역시 북구 본촌동 378-6번지,"광주광역시 북구 본촌마을길 27 (본촌동, 동물보호소)",61027.0,광주광역시동물보호소부속동물병원,2018-08-31 23:59:59.0,35.20137164626689,126.90434101843186
3,4,362000001019910001,3,폐업,0002,폐업,,광주광역시 북구 양산동 273-7번지,광주광역시 북구 하서로 367 (양산동),,운암동물병원,2019-01-24 02:40:00.0,35.19471313117263,126.88654815600232
4,5,362000001020170001,3,폐업,0002,폐업,,,"광주광역시 북구 본촌마을길 27 (본촌동, 동물보호소)",61027.0,광주동물보호소 부속 동물병원,2018-08-31 23:59:59.0,35.20148399492629,126.90420453911167
5,6,345000001019810005,3,폐업,0002,폐업,,대구광역시 북구 대현동 229-19번지,대구광역시 북구 대현로 27 (대현동),,북부동물병원,2018-08-31 23:59:59.0,36.60136120137718,127.73836840804708
6,7,345000001019920001,3,폐업,0002,폐업,,대구광역시 북구 산격동 495-42,대구광역시 북구 동북로 193 (산격동),,복현동물병원,2022-01-07 02:40:00.0,36.6093925513412,127.75406096657714
7,8,345000001019930001,3,폐업,0002,폐업,,대구광역시 북구 대현동 270-13  번지,,,세진동물병원,2018-08-31 23:59:59.0,inf,inf
8,9,345000001020000002,3,폐업,0002,폐업,,대구광역시 북구 침산동 222-7번지,대구광역시 북구 침산남로 157 (침산동),,플러스동물병원,2018-08-31 23:59:59.0,36.592951154698824,127.74070529878388
9,10,345000001020020001,3,폐업,0002,폐업,,대구광역시 북구 읍내동 443-3번지,,,강북동물병원약품,2018-08-31 23:59:59.0,inf,inf
10,11,345000001020030001,3,폐업,0002,폐업,,대구광역시 북구 동변동 686-3번지,대구광역시 북구 동변로 80 (동변동),,수동물병원,2018-08-31 23:59:59.0,36.600791883156184,127.78097377678048
11,12,345000001019810002,3,폐업,0002,폐업,,대구광역시 북구 태전동 476-1번지,대구광역시 북구 칠곡중앙대로46길 12 (태전동),,대성동물병원,2018-08-31 23:59:59.0,36.55648312398909,127.77595604836196
12,13,345000001019810003,3,폐업,0002,폐업,,대구광역시 북구 노원동3가 772-2   번지,,,천일동물병원,2018-08-31 23:59:59.0,inf,inf
13,14,345000001019810004,3,폐업,0002,폐업,,대구광역시 북구 고성동2가 117-6번지,대구광역시 북구 원대로 34 (고성동2가),,서부동물병원,2018-08-31 23:59:59.0,36.58311283804418,127.73082134380186
14,15,345000001020030002,3,폐업,0002,폐업,,대구광역시 북구 산격동 1291-20번지,대구광역시 북구 대학로 141 (산격동),,다나동물병원,2019-10-19 02:40:00.0,36.609347296150084,127.75181426180849
15,16,345000001020050001,3,폐업,0002,폐업,,대구광역시 북구 구암동 811-6번지,대구광역시 북구 구암로60길 19 (구암동),,임프로바이오동물병원,2018-08-31 23:59:59.0,36.5720794690725,127.80105868432169
16,17,345000001020060001,3,폐업,0002,폐업,,대구광역시 북구 구암동 811-6번지,대구광역시 북구 구암로60길 19 (구암동),,임프로바이오동물병원,2018-08-31 23:59:59.0,36.5720794690725,127.80105868432169
17,18,345000001020070001,3,폐업,0002,폐업,,대구광역시 북구 구암동 811-6번지,대구광역시 북구 구암로60길 19 (구암동),,임프로바이오,2018-08-31 23:59:59.0,36.5720794690725,127.80105868432169
18,19,541000001019730001,3,폐업,0002,폐업,,경상남도 창녕군 대합면 십이리 438-3번지,경상남도 창녕군 대합면 십이리1길 10,50311.0,대합가축병원,2020-06-18 02:40:00.0,36.498907736866244,127.39725819122948
19,20,541000001020040002,3,폐업,0002,폐업,,경상남도 창녕군 창녕읍 술정리 171-1번지,경상남도 창녕군 창녕읍 화왕산1로 12,,자연동물병원,2018-08-31 23:59:59.0,36.52160653852851,127.30386654276055
20,21,541000001019790001,3,폐업,0002,폐업,,경상남도 창녕군 창녕읍 교리 992-10번지,경상남도 창녕군 창녕읍 우포2로 1215,,박수의과병원,2018-08-31 23:59:59.0,36.51523274501905,127.31177908521589
21,22,541000001019790002,3,폐업,0002,폐업,,경상남도 창녕군 대지면 구미리 203-3번지,경상남도 창녕군 대지면 구미2길 27,,명성동물병원,2018-08-31 23:59:59.0,36.49678412362012,127.29192422663546
22,23,541000001019950001,3,폐업,0002,폐업,,경상남도 창녕군 창녕읍 술정리 171-1번지,,,황영균동물병원,2018-08-31 23:59:59.0,36.52160653852851,127.30386654276055
23,24,541000001019990001,3,폐업,0002,폐업,,경상남도 창녕군 창녕읍 술정리 348-2번지 15통14반,경상남도 창녕군 창녕읍 창녕대로 20-1,50322.0,창생동물병원,2018-08-31 23:59:59.0,36.51663107136193,127.3091385013759
24,25,541000001019640001,3,폐업,0002,폐업,,경상남도 창녕군 이방면 거남리 397-1번지,경상남도 창녕군 이방면 이방로 976,50300.0,이방가축병원&lt;산업동물출장진료전문병원&gt;,2018-08-31 23:59:59.0,36.42691059948562,127.38309080810838
25,26,541000001019670001,3,폐업,0002,폐업,,경상남도 창녕군 남지읍 남지리 612-15번지 3통1반,경상남도 창녕군 남지읍 선창길 10-1,50361.0,우리가축병원,2018-08-31 23:59:59.0,36.512055074483186,127.11944898228226
26,27,542000001020030003,3,폐업,0002,폐업,,경상남도 고성군 고성읍 서외리 1-6번지 한솔메르빌 상가 나동109호,,,백호종합동물병원,2018-08-31 23:59:59.0,36.38689352222538,126.60835478619467
27,28,542000001020130001,3,폐업,0002,폐업,,경상남도 고성군 고성읍 서외리 1-6번지,경상남도 고성군 고성읍 중앙로15번길 62,52942.0,경남수의 동물병원,2019-10-13 02:40:00.0,36.38689352222538,126.60835478619467
28,29,542000001020030004,3,폐업,0002,폐업,,경상남도 고성군 고성읍 동외리 287-12번지,경상남도 고성군 고성읍 동외로 163-14,52942.0,고성동물병원,2018-08-31 23:59:59.0,36.38878319651069,126.60686418361172
29,30,542000001020030005,3,폐업,0002,폐업,,경상남도 고성군 고성읍 송학리 125-3번지,,,동양가축약품병원,2018-08-31 23:59:59.0,36.3987449452282,126.61388119035112
30,31,546000001020030004,3,폐업,0002,폐업,,경상남도 함양군 수동면 화산리 1251-2,경상남도 함양군 수동면 수동길 17,,중앙동물병원,2021-04-11 02:40:00.0,35.9416245193377,127.27484629979534
31,32,546000001020030005,3,폐업,0002,폐업,,경상남도 함양군 안의면 금천리 121-3번지,경상남도 함양군 안의면 종로길 5-1,,고려동물병원,2020-04-02 02:40:00.0,35.96149887507733,127.40571275784207
32,33,461000001019890001,3,폐업,0002,폐업,,충청남도 예산군 예산읍 주교리 225-9번지,,,한일 동물병원,2018-08-31 23:59:59.0,inf,inf
33,34,461000001019940001,3,폐업,0002,폐업,,충청남도 예산군 예산읍 예산리 581-2번지,,,협동 동물병원,2018-08-31 23:59:59.0,inf,inf
34,35,461000001020010001,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 770-13번지,,,예당 동물병원,2018-08-31 23:59:59.0,inf,inf
35,36,461000001020030001,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 770-13번지,,,예당동물병원,2018-08-31 23:59:59.0,inf,inf
36,37,461000001020080001,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 770-13  번지,,,예당가축병원,2018-08-31 23:59:59.0,inf,inf
37,38,461000001020080002,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 770-13  번지,,,예당가축병원,2018-08-31 23:59:59.0,inf,inf
38,39,461000001020080003,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 770-13  번지,,,예당가축병원,2018-08-31 23:59:59.0,inf,inf
39,40,461000001020090001,3,폐업,0002,폐업,,충청남도 예산군 예산읍 주교리 225-9   번지,,,한일동물병원,2018-08-31 23:59:59.0,inf,inf
40,41,461000001020100001,3,폐업,0002,폐업,,충청남도 예산군 예산읍 주교리 279-5번지,,,대성인터내셔널동물병원,2018-08-31 23:59:59.0,35.14960171418197,128.6822227669756
41,42,449000001019990001,3,폐업,0002,폐업,,충청남도 천안시 동남구 쌍용동 1951번지,,,맑은,2018-08-31 23:59:59.0,inf,inf
42,43,449000001020000001,3,폐업,0002,폐업,,충청남도 천안시 동남구 병천면 병천리 209-2번지,,,아우내,2018-08-31 23:59:59.0,35.52586590972965,128.78560532870713
43,44,449000001020000003,3,폐업,0002,폐업,,충청남도 천안시 서북구 성환읍 성환리 449-742 번지,,,용,2018-08-31 23:59:59.0,inf,inf
44,45,449000001020010001,3,폐업,0002,폐업,,충청남도 천안시 동남구 쌍용동 198-1번지,,,늘푸른동물병원(신방점),2018-08-31 23:59:59.0,inf,inf
45,46,449000001020020002,3,폐업,0002,폐업,,충청남도 천안시 서북구 성환읍 성환리 432-4,충청남도 천안시 서북구 성환읍 성환중앙로 18,31016.0,한샘동물병원,2021-05-08 02:40:00.0,35.386575963865155,128.97162486211047
46,47,449000001020020003,3,폐업,0002,폐업,,충청남도 천안시 동남구 쌍용동 2030번지,,,가람,2018-08-31 23:59:59.0,inf,inf
47,48,449000001020020004,3,폐업,0002,폐업,,충청남도 천안시 동남구 신부동 85번지 대아@ 상가 102동 105호,"충청남도 천안시 동남구 충절로 42, 102동 105호 (신부동,대아@ 상가)",,대아,2018-08-31 23:59:59.0,35.41118752394489,128.84991118492283
48,49,449000001020020005,3,폐업,0002,폐업,,충청남도 천안시 동남구 원성동 597-2번지,충청남도 천안시 동남구 원거리9길 4 (원성동),,신대원,2018-08-31 23:59:59.0,35.40901307138341,128.83135579864467
49,50,449000001020020007,3,폐업,0002,폐업,,충청남도 천안시 서북구 성환읍 성환리 449-118 번지,,,성환,2018-08-31 23:59:59.0,inf,inf
50,51,449000001020020008,3,폐업,0002,폐업,,충청남도 천안시 동남구 신방동 784-9번지 홈플러스 1층,"충청남도 천안시 동남구 신촌1길 23 (신방동, 홈플러스 1층)",31177.0,쿨펫 천안신방점,2018-08-31 23:59:59.0,35.38198387116311,128.8147692349112
51,52,449000001020030002,3,폐업,0002,폐업,,충청남도 천안시 동남구 쌍용동 695번지,,,쌍용동물병원,2018-08-31 23:59:59.0,inf,inf
52,53,449000001020030003,3,폐업,0002,폐업,,충청남도 천안시 서북구 성정동 1485번지 롯데마트 3층,"충청남도 천안시 서북구 성정두정로 1 (성정동,롯데마트 3층)",,아야야 동물병원,2018-08-31 23:59:59.0,35.39744105735333,128.86320571021494
53,54,449000001020040002,3,폐업,0002,폐업,,충청남도 천안시 서북구 부대동 139-11 번지,,,대원동물병원,2018-08-31 23:59:59.0,inf,inf
54,55,449000001020040003,3,폐업,0002,폐업,,충청남도 천안시 서북구 성정동 1123번지 탑존빌딩102호,"충청남도 천안시 서북구 서부대로 696 (성정동,탑존빌딩102호)",,도끄메리쫑 동물병원,2018-08-31 23:59:59.0,35.391697198541124,128.86632526987538
55,56,449000001020040005,3,폐업,0002,폐업,,충청남도 천안시 서북구 부대동 139-11 번지,,,대원동물병원,2018-08-31 23:59:59.0,inf,inf
56,57,461000001020110003,3,폐업,0002,폐업,,충청남도 예산군 예산읍 산성리 304-16번지,충청남도 예산군 예산읍 역전로 121,,닥터차동물병원,2019-12-04 02:40:00.0,35.14975851378497,128.6914276694862
57,58,461000001020120001,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 770-13번지,충청남도 예산군 고덕면 고덕중앙로 68,,예당가축병원,2018-08-31 23:59:59.0,35.04786741360726,128.75699115469882
58,59,461000001020130001,3,폐업,0002,폐업,,충청남도 예산군 예산읍 산성리 682-1번지 샤인하우스 206호,"충청남도 예산군 예산읍 역전로125번길 42, 206호 (샤인하우스)",,푸른동물병원,2019-09-01 02:40:00.0,35.14961679834148,128.69533117653987
59,60,461000001020150001,3,폐업,0002,폐업,,,충청남도 예산군 덕산면 수암산로 160,32406.0,LG동물병원,2018-08-31 23:59:59.0,inf,inf
60,61,461000001020160001,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 778번지,충청남도 예산군 고덕면 대천3길 30,32403.0,한울산업동물병원,2018-08-31 23:59:59.0,35.049527225289175,128.75574564682915
61,62,461000001020160003,3,폐업,0002,폐업,,충청남도 예산군 고덕면 대천리 778번지,충청남도 예산군 고덕면 대천3길 30,32403.0,한울산업동물병원,2019-07-03 02:40:00.0,35.049527225289175,128.75574564682915
62,63,565000001020130002,3,폐업,0002,폐업,,충청남도 천안시 동남구 신부동 388-2번지 천광빌딩 나동 101호,"충청남도 천안시 동남구 대흥로 333, 나동 101호 (신부동, 천광빌딩)",31121.0,열린동물병원,2018-08-31 23:59:59.0,35.405977883831426,128.85244585877552
63,64,565000001020150002,3,폐업,0002,폐업,,충청남도 천안시 동남구 쌍용동 555-2번지 쌍용신성아파트,"충청남도 천안시 동남구 순천향1길 16, 2층 203호 (쌍용동, 쌍용신성아파트)",31151.0,건국동물병원(산업동물에 대한 출장진료를 전문으로 함),2020-06-17 02:40:00.0,35.39162864739052,128.83210829658003
64,65,565000001020150003,3,폐업,0002,폐업,,충청남도 천안시 동남구 신부동 88-3번지,충청남도 천안시 동남구 충절로 35 (신부동),31125.0,88동물의료원,2018-08-31 23:59:59.0,35.412066801252735,128.8505432266095
65,66,565000001020160001,3,폐업,0002,폐업,,충청남도 천안시 동남구 신부동 88-3번지,충청남도 천안시 동남구 충절로 35-0 (신부동),31125.0,88동물의료원천안아산동물병원,2018-08-31 23:59:59.0,35.412066801252735,128.8505432266095
66,67,449000001019760001,3,폐업,0002,폐업,,충청남도 천안시 서북구 성환읍 성환리 449-68번지,,,송,2018-08-31 23:59:59.0,35.38600215034225,128.97212331244907
67,68,449000001019800001,3,폐업,0002,폐업,,충청남도 천안시 동남구 영성동 118번지,,,천안,2018-08-31 23:59:59.0,inf,inf
68,69,449000001019830001,3,폐업,0002,폐업,,충청남도 천안시 동남구 봉명동 368번지,충청남도 천안시 동남구 쌍용대로 187 (봉명동),,서부종합,2018-08-31 23:59:59.0,35.39245964242542,128.84806183981928
69,70,565000001020160004,3,폐업,0002,폐업,,충청남도 천안시 동남구 목천읍 운전리 368-17번지,충청남도 천안시 동남구 목천읍 남부대로 1012,31234.0,S&amp;P Bio,2018-08-31 23:59:59.0,35.466659383564554,128.7975860317676
70,71,566000001020090001,3,폐업,0002,폐업,,충청남도 천안시 서북구 성성동 366번지 108호,"충청남도 천안시 서북구 공단로 95, 108호 (성성동)",,마일스톤 피그 클리닉,2018-08-31 23:59:59.0,35.382415872128746,128.8848643288614
71,72,566000001020090002,3,폐업,0002,폐업,,충청남도 천안시 서북구 성환읍 매주리 322번지,,,천성벳동물병원,2018-08-31 23:59:59.0,35.385478159688255,128.9674351404588
72,73,449000001019920002,3,폐업,0002,폐업,,충청남도 천안시 동남구 봉명동 39-21번지,,,정동물병원,2018-08-31 23:59:59.0,35.39705746574471,128.83644928324713
73,74,449000001019950001,3,폐업,0002,폐업,,충청남도 천안시 동남구 병천면 병천리 191-1번지,충청남도 천안시 동남구 병천면 충절로 1757-6,31254.0,전종한동물병원,2018-08-31 23:59:59.0,35.52699839473143,128.78842594908355
74,75,449000001019950002,3,폐업,0002,폐업,,충청남도 천안시 동남구 원성동 518-13번지,충청남도 천안시 동남구 버들로 146 (원성동),,신천안,2018-08-31 23:59:59.0,35.41541010257017,128.83879552014946
75,76,566000001020120001,3,폐업,0002,폐업,,충청남도 천안시 서북구 불당동 1289번지 펜타포트 지하1층 이마트,"충청남도 천안시 서북구 공원로 196, 지하1층 (불당동, 펜타포트 이마트)",31168.0,쿨펫동물병원,2018-08-31 23:59:59.0,35.366418956994345,128.82799454844647
76,77,440000001020050001,3,폐업,0002,폐업,,충청북도 제천시 영천동 500번지,,,PETRIA 애견종합동물병원,2018-08-31 23:59:59.0,36.243200074969785,129.2660958299001
77,78,440000001020090001,3,폐업,0002,폐업,,충청북도 제천시 중앙로2가 69-9번지,충청북도 제천시 의림대로 182-1 (중앙로2가),27166.0,제천종합동물병원,2019-07-19 02:40:00.0,36.24877800360056,129.28220066379808
78,79,440000001020090002,3,폐업,0002,폐업,,충청북도 제천시 강제동 684번지 이마트 3층,,,펫프렌즈동물병원 제천,2018-08-31 23:59:59.0,36.256900041219865,129.2576679216605
79,80,440000001020100001,3,폐업,0002,폐업,,충청북도 제천시 하소동 72-5   번지 (롯데마트 2층),,,쿨펫동물병원,2018-08-31 23:59:59.0,inf,inf
80,81,447000001019920001,3,폐업,0002,폐업,,충청북도 음성군 금왕읍 무극리 244-3번지,충청북도 음성군 금왕읍 무극로 290,,무극동물병원,2018-08-31 23:59:59.0,35.757150060266866,129.0774183191531
81,82,447000001019950001,3,폐업,0002,폐업,,충청북도 음성군 대소면 오류리 1-12번지,충청북도 음성군 대소면 새미실길45번길 141,,(주)팜스코 축산기술센타,2018-08-31 23:59:59.0,35.670290912000716,129.0691840738355
82,83,447000001020030001,3,폐업,0002,폐업,,충청북도 음성군 금왕읍 무극리 249-5번지,충청북도 음성군 금왕읍 무극로 274,,본 동물병원,2018-08-31 23:59:59.0,35.755867624623036,129.07682771245
83,84,447000001020070001,3,폐업,0002,폐업,,충청북도 음성군 대소면 오류리 605-18번지 음성IC 타운 106호,"충청북도 음성군 대소면 대금로 205, 106호 (음성IC 타운)",,청림한별동물병원,2018-08-31 23:59:59.0,35.65502565490046,129.05837241649104
84,85,447000001020090001,3,폐업,0002,폐업,,충청북도 음성군 금왕읍 백야리 산 13번지,,,음성군 야생동물구조관리사업소,2018-08-31 23:59:59.0,inf,inf
85,86,447000001020160003,3,폐업,0002,폐업,,충청북도 음성군 감곡면 원당리 191-3번지,"충청북도 음성군 감곡면 음성로 2164, 한길동물병원",27613.0,한길동물병원 (출장진료전문병원),2019-12-14 02:40:00.0,35.77274143796888,129.1794453405959
86,87,447000001020130001,3,폐업,0002,폐업,,충청북도 음성군 금왕읍 무극리 356-12번지,충청북도 음성군 금왕읍 음성로 1203,27628.0,테오종합동물병원,2018-08-31 23:59:59.0,35.760656813909364,129.08162541356404
87,88,447000001020160001,3,폐업,0002,폐업,,충청북도 음성군 금왕읍 무극리 356-12번지,충청북도 음성군 금왕읍 음성로 1203,27628.0,테오동물병원,2019-06-09 02:40:00.0,35.760656813909364,129.08162541356404
88,89,447000001020110002,3,폐업,0002,폐업,,충청북도 음성군 금왕읍 백야리 산 13번지,,,충북야생동물센터,2018-08-31 23:59:59.0,inf,inf
89,90,440000001019800001,3,폐업,0002,폐업,,충청북도 제천시 화산동 193-14  번지,,,협신동물병원,2018-08-31 23:59:59.0,inf,inf
90,91,440000001019800002,3,폐업,0002,폐업,,충청북도 제천시 명동 11-9번지,,,한일동물병원,2018-08-31 23:59:59.0,36.243694754347786,129.27430389926823
91,92,440000001019910001,3,폐업,0002,폐업,,충청북도 제천시 청전동 700번지 54통2반,충청북도 제천시 내제로29나길 5 (청전동),27153.0,현대동물병원,2019-04-11 02:40:00.0,36.24717896140133,129.28835654544145
92,93,440000001019960001,3,폐업,0002,폐업,,충청북도 제천시 청전동 13-8 번지,,,나라동물병원,2018-08-31 23:59:59.0,inf,inf
93,94,440000001019970001,3,폐업,0002,폐업,,충청북도 제천시 중앙로2가 81-9   번지,,,화랑동물병원,2018-08-31 23:59:59.0,inf,inf
94,95,307000001020000005,3,폐업,0002,폐업,,서울특별시 성북구 동소문동3가 32번지,서울특별시 성북구 동소문로 36 (동소문동3가),2860.0,베스트종합동물병원,2018-08-31 23:59:59.0,35.27452349162936,129.7912885337716
95,96,307000001020010001,3,폐업,0002,폐업,,서울특별시 성북구 정릉동 1393-0   번지,,,북악동물병원,2018-08-31 23:59:59.0,inf,inf
96,97,307000001020010003,3,폐업,0002,폐업,,서울특별시 성북구 종암동 68-1   번지,,,청솔동물병원,2018-08-31 23:59:59.0,inf,inf
97,98,307000001020010005,3,폐업,0002,폐업,,서울특별시 성북구 길음동 525-175번지,,,펫케어동물병원,2018-08-31 23:59:59.0,35.28674667218793,129.8103732258584
98,99,311000001020150002,3,폐업,0002,폐업,,서울특별시 은평구 수색동 75번지 수색자이 1단지 107호,"서울특별시 은평구 수색로 217 (수색동, 수색자이 1단지 107호)",3504.0,조은동물병원,2018-08-31 23:59:59.0,35.18618492188996,129.7756996228668
99,100,311000001020150003,3,폐업,0002,폐업,,서울특별시 은평구 증산동 162-20번지 102호,"서울특별시 은평구 증산서길 132, 102호 (증산동)",3497.0,아리동물병원,2018-08-31 23:59:59.0,35.19572045480163,129.78448839767287
100,101,311000001020150004,3,폐업,0002,폐업,,서울특별시 은평구 응암동 194-25,서울특별시 은평구 백련산로 143 (응암동),3463.0,스머프동물병원,2021-07-11 02:40:00.0,35.206587981267184,129.79885456729787
101,102,321000001020090003,3,폐업,0002,폐업,,서울특별시 서초구 방배동 951-3번지 대진빌딩1층,"서울특별시 서초구 서초대로4길 4 (방배동,대진빌딩1층)",,화인종합동물병원,2018-08-31 23:59:59.0,35.25759037944893,129.66332912081788
102,103,311000001020000003,3,폐업,0002,폐업,,서울특별시 은평구 증산동 168-2   번지,,,신동물병원,2018-08-31 23:59:59.0,inf,inf
103,104,311000001020010002,3,폐업,0002,폐업,,서울특별시 은평구 대조동 231번지 삼성타운 101-122,,,유종합동물병원,2018-08-31 23:59:59.0,35.20373730683258,129.8121393605917
104,105,311000001020020001,3,폐업,0002,폐업,,서울특별시 은평구 대조동 179-16번지,서울특별시 은평구 서오릉로 80 (대조동),3395.0,은평동물병원,2018-08-31 23:59:59.0,35.20413932860166,129.81040027672498
105,106,321000001019950002,3,폐업,0002,폐업,,서울특별시 서초구 반포동 747-12  번지,,,닥터은동물병원,2018-08-31 23:59:59.0,inf,inf
106,107,321000001020050003,3,폐업,0002,폐업,,"서울특별시 서초구 서초동 1336번지 서초우성쇼핑센타120호,121호",,,우성메디펫동물병원,2018-08-31 23:59:59.0,35.291877147805465,129.67022766491763
107,108,321000001020040007,3,폐업,0002,폐업,,서울특별시 서초구 잠원동 60-3번지 매일종합상가 223호,,,잠원동물병원,2018-08-31 23:59:59.0,35.27850956385296,129.69594496959016
108,109,314000001019940002,3,폐업,0002,폐업,,서울특별시 양천구 신월동 512-7번지,서울특별시 양천구 신월로 199 (신월동),,신월동물병원,2018-08-31 23:59:59.0,35.14461594513861,129.70226797285878
109,110,314000001019940003,3,폐업,0002,폐업,,서울특별시 양천구 신월동 64-1   번지,,,강성동물병원,2018-08-31 23:59:59.0,inf,inf
110,111,314000001019950001,3,폐업,0002,폐업,,서울특별시 양천구 목동 783-2번지,서울특별시 양천구 등촌로 58 (목동),7965.0,하니동물병원,2018-08-31 23:59:59.0,35.15961506776949,129.72069361069123
111,112,314000001019950002,3,폐업,0002,폐업,,서울특별시 양천구 신정동 995-4   번지,,,상아동물병원,2018-08-31 23:59:59.0,inf,inf
112,113,321000001020100002,3,폐업,0002,폐업,,서울특별시 서초구 양재동 351-11 성원빌딩 1층,,,펫프렌즈동물병원양재,2018-08-31 23:59:59.0,inf,inf
113,114,321000001020040008,3,폐업,0002,폐업,,서울특별시 서초구 서초동 1532-7번지 (지상1층),"서울특별시 서초구 효령로 229 (서초동,(지상1층))",,서울동물병원,2018-08-31 23:59:59.0,35.276559465675454,129.6620218644655
114,115,314000001020080001,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7번지 홈에버 목동점 1층,"서울특별시 양천구 목동서로 170 (목동,홈에버 목동점 1층)",,닥터펫 동물병원,2018-08-31 23:59:59.0,35.16729983835877,129.71509097916837
115,116,314000001020080003,3,폐업,0002,폐업,,서울특별시 양천구 신월동 512-7   번지,,,킴스동물병원,2018-08-31 23:59:59.0,inf,inf
116,117,314000001020080005,3,폐업,0002,폐업,,서울특별시 양천구 목동 506-7번지,서울특별시 양천구 목동중앙본로 113 (목동),7948.0,대현동물병원,2018-08-31 23:59:59.0,35.16517390705085,129.73387174526385
117,118,314000001020090001,3,폐업,0002,폐업,,서울특별시 양천구 신정동 898-2번지,서울특별시 양천구 목동로 231 (신정동),7937.0,리베 동물의료센터,2018-08-31 23:59:59.0,35.15956264045516,129.71350584813032
118,119,314000001020090002,3,폐업,0002,폐업,,서울특별시 양천구 목동 962번지 트라팰리스 1층,"서울특별시 양천구 오목로 299 (목동,트라팰리스 1층)",,쿨펫이마트목동점,2018-08-31 23:59:59.0,35.16510924598765,129.70974316287422
119,120,303000001020160003,3,폐업,0002,폐업,,,"서울특별시 성동구 금호로 173, 상가동 1층 24호 (금호동2가, 신금호파크자이)",4722.0,동물병원소풍,2020-04-10 02:40:00.0,35.283145961210685,129.7506840068025
120,121,303000001020040003,3,폐업,0002,폐업,,서울특별시 성동구 성수동2가 333-16번지 이마트성수점,서울특별시 성동구 뚝섬로 377 (성수동2가),4781.0,로얄벳성수점동물병원,2018-08-31 23:59:59.0,35.31006079119299,129.73123320747965
121,122,303000001020030016,3,폐업,0002,폐업,,서울특별시 성동구 응봉동 228-17  번지,,,내친구동물병원,2018-08-31 23:59:59.0,inf,inf
122,123,303000001020030017,3,폐업,0002,폐업,,서울특별시 성동구 성수동2가 333-16  번지 이마트 성수점 3층,,,아이러브 팻 동물병원,2018-08-31 23:59:59.0,inf,inf
123,124,303000001020040001,3,폐업,0002,폐업,,서울특별시 성동구 금호동2가 433번지,서울특별시 성동구 금호산길 63-1 (금호동2가),,강아지나라동물병원,2018-08-31 23:59:59.0,35.28287320557853,129.74773415589675
124,125,303000001020040002,3,폐업,0002,폐업,,서울특별시 성동구 금호동1가 172번지 외4필지,"서울특별시 성동구 난계로 35 (금호동1가,외4필지)",,늘푸른동물병원,2018-08-31 23:59:59.0,35.287001113166376,129.74970160146282
125,126,321000001020030007,3,폐업,0002,폐업,,서울특별시 서초구 서초동 1510-2번지,서울특별시 서초구 반포대로21길 23 (서초동),,엔터펫 종합동물병원,2018-08-31 23:59:59.0,35.276089528551324,129.66666665817834
126,127,303000001020040005,3,폐업,0002,폐업,,서울특별시 성동구 행당동 140번지 레몬프라자  116호,,,독스동물병원,2018-08-31 23:59:59.0,35.29566225906004,129.75336668582602
127,128,303000001020070001,3,폐업,0002,폐업,,서울특별시 성동구 성수동2가 300-69  번지,,,성동동물종합병원,2018-08-31 23:59:59.0,inf,inf
128,129,314000001020060005,3,폐업,0002,폐업,,서울특별시 양천구 목동 907번지 현대월드상가 101-1,"서울특별시 양천구 목동서로 77 (목동,현대월드상가 101-1)",,행복동물병원,2018-08-31 23:59:59.0,35.17094482967946,129.72209734996648
129,130,314000001020070001,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7번지 2층,"서울특별시 양천구 목동서로 170 (목동,2층)",,닥터펫동물병원,2018-08-31 23:59:59.0,35.16729983835877,129.71509097916837
130,131,314000001020070003,3,폐업,0002,폐업,,서울특별시 양천구 신정동 1007-10번지,"서울특별시 양천구 목동로 161 (신정동, 덕수프라자)",8023.0,우리들 동물메디컬 센터,2019-09-08 02:40:00.0,35.16085777038815,129.70586185679178
131,132,314000001020070004,3,폐업,0002,폐업,,서울특별시 양천구 목동 917-6번지 행복한세상백화점 지하2층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 지하2층)",,쿨펫동물병원,2018-08-31 23:59:59.0,35.16955863957927,129.71400023997853
