번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
277,311000001020070006,3,폐업,0002,폐업,,서울특별시 은평구 대조동 240번지 2001 아울렛 7층,,,쿨펫동물병원,2018-08-31 23:59:59.0,35.209500467707706,129.81317553585075
278,311000001020070007,3,폐업,0002,폐업,,서울특별시 은평구 대조동 187-14번지 2층,,,드림펫동물병원,2018-08-31 23:59:59.0,35.20455136660114,129.82159930908762
280,321000001020000005,3,폐업,0002,폐업,,서울특별시 서초구 양재동 377-4   번지 1층,,,마리오동물병원,2018-08-31 23:59:59.0,,
283,311000001020100003,3,폐업,0002,폐업,,서울특별시 은평구 응암동 90-1번지 이마트 8층,,,펫프렌즈동물병원 은평,2018-08-31 23:59:59.0,35.2027528421264,129.801541281788
289,321000001020060002,3,폐업,0002,폐업,,서울특별시 서초구 잠원동 53번지 현대(아)상가 107호,,,스누피동물병원,2018-08-31 23:59:59.0,35.2785932738352,129.70424758163614
291,312000001020020003,3,폐업,0002,폐업,,서울특별시 서대문구 홍은동 409-10  번지,,,예일동물병원,2018-08-31 23:59:59.0,,
294,312000001020030002,3,폐업,0002,폐업,,서울특별시 서대문구 남가좌동 268-28  번지,,,모래내동물병원,2018-08-31 23:59:59.0,,
298,306000001019980001,3,폐업,0002,폐업,,서울특별시 중랑구 신내동 648-143번지,,,비비펫동물병원,2018-08-31 23:59:59.0,,
299,306000001020010001,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 353-25  번지,,,제일동물병원,2018-08-31 23:59:59.0,,
300,306000001020010002,3,폐업,0002,폐업,,서울특별시 중랑구 상봉동 137-1   번지,,,협동가축진료소,2018-08-31 23:59:59.0,,
302,306000001020020002,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
303,311000001020020002,3,폐업,0002,폐업,,서울특별시 은평구 역촌동 59-26  번지,,,영규동물병원,2018-08-31 23:59:59.0,,
308,303000001020030002,3,폐업,0002,폐업,,서울특별시 성동구 성수동1가 249-1번지,,,제일동물병원,2018-08-31 23:59:59.0,35.307461961652685,129.72948558018217
309,303000001020030003,3,폐업,0002,폐업,,서울특별시 성동구 하왕십리동 966-54번지,,,무학동물병원,2018-08-31 23:59:59.0,35.29252354395326,129.7591991830733
313,314000001020040002,3,폐업,0002,폐업,,서울특별시 양천구 목동 808-5   번지 대원칸타빌 상가,,,비비펫 동물병원,2018-08-31 23:59:59.0,,
314,311000001020030001,3,폐업,0002,폐업,,서울특별시 은평구 수색동 산 31-3   번지 진흥(아)상가1층,,,한마음동물병원,2018-08-31 23:59:59.0,,
315,311000001020030002,3,폐업,0002,폐업,,서울특별시 은평구 응암동 17-1   번지,,,독도동물병원,2018-08-31 23:59:59.0,,
317,311000001020030004,3,폐업,0002,폐업,,서울특별시 은평구 응암동 598-5번지 1층,,,참사랑동물병원,2018-08-31 23:59:59.0,35.200107830612666,129.78611037525786
322,311000001019750001,3,폐업,0002,폐업,,서울특별시 은평구 수색동 376-5   번지,,,수색동물병원,2018-08-31 23:59:59.0,,
323,311000001019870001,3,폐업,0002,폐업,,서울특별시 은평구 갈현동 391-40  번지,,,갈현동물병원,2018-08-31 23:59:59.0,,
324,306000001020030004,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 153-33  번지,,,진영동물병원,2018-08-31 23:59:59.0,,
327,306000001020040002,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
328,306000001020050001,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 353-25  번지,,,제일동물병원,2018-08-31 23:59:59.0,,
333,318000001019990001,3,폐업,0002,폐업,,서울특별시 영등포구 당산동6가 3-12  번지,,,토론토동물병원,2018-08-31 23:59:59.0,,
334,306000001020050002,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
335,306000001020050004,3,폐업,0002,폐업,,서울특별시 중랑구 면목동 166-44  번지,,,하나동물병원,2018-08-31 23:59:59.0,,
340,312000001020050002,3,폐업,0002,폐업,,서울특별시 서대문구 남가좌동 268-28번지,,,모래내동물병원,2018-08-31 23:59:59.0,,
342,312000001020060001,3,폐업,0002,폐업,,서울특별시 서대문구 남가좌동 334-36  번지,,,대화동물병원,2018-08-31 23:59:59.0,,
